"Notes"	"Age of Mother Year"	"Age of Mother Year Code"	"Plurality or Multiple Birth"	"Plurality or Multiple Birth Code"	"LMP Gestational Age Weekly"	"LMP Gestational Age Weekly Code"	Births
	"40 years"	"40"	"Single"	"1"	"38 weeks"	"38"	8741
	"40 years"	"40"	"Single"	"1"	"39 weeks"	"39"	15602
	"40 years"	"40"	"Single"	"1"	"40 weeks"	"40"	5949
	"40 years"	"40"	"Single"	"1"	"41 weeks"	"41"	1998
	"40 years"	"40"	"Single"	"1"	"42 weeks"	"42"	849
	"40 years"	"40"	"Single"	"1"	"43 weeks"	"43"	382
	"40 years"	"40"	"Single"	"1"	"44 weeks"	"44"	189
	"40 years"	"40"	"Single"	"1"	"45 weeks"	"45"	104
	"40 years"	"40"	"Single"	"1"	"46 weeks"	"46"	75
	"40 years"	"40"	"Single"	"1"	"47 weeks"	"47"	63
	"40 years"	"40"	"Single"	"1"	"Unknown or Not Stated"	"99"	34
	"40 years"	"40"	"Twin"	"2"	"18 weeks"	"18"	3
	"40 years"	"40"	"Twin"	"2"	"19 weeks"	"19"	3
	"40 years"	"40"	"Twin"	"2"	"20 weeks"	"20"	2
	"40 years"	"40"	"Twin"	"2"	"21 weeks"	"21"	2
	"40 years"	"40"	"Twin"	"2"	"23 weeks"	"23"	3
	"40 years"	"40"	"Twin"	"2"	"24 weeks"	"24"	6
	"40 years"	"40"	"Twin"	"2"	"25 weeks"	"25"	4
	"40 years"	"40"	"Twin"	"2"	"26 weeks"	"26"	7
	"40 years"	"40"	"Twin"	"2"	"27 weeks"	"27"	16
	"40 years"	"40"	"Twin"	"2"	"28 weeks"	"28"	20
	"40 years"	"40"	"Twin"	"2"	"29 weeks"	"29"	8
	"40 years"	"40"	"Twin"	"2"	"30 weeks"	"30"	40
	"40 years"	"40"	"Twin"	"2"	"31 weeks"	"31"	30
	"40 years"	"40"	"Twin"	"2"	"32 weeks"	"32"	58
	"40 years"	"40"	"Twin"	"2"	"33 weeks"	"33"	95
	"40 years"	"40"	"Twin"	"2"	"34 weeks"	"34"	164
	"40 years"	"40"	"Twin"	"2"	"35 weeks"	"35"	178
	"40 years"	"40"	"Twin"	"2"	"36 weeks"	"36"	323
	"40 years"	"40"	"Twin"	"2"	"37 weeks"	"37"	353
	"40 years"	"40"	"Twin"	"2"	"38 weeks"	"38"	268
	"40 years"	"40"	"Twin"	"2"	"39 weeks"	"39"	69
	"40 years"	"40"	"Twin"	"2"	"40 weeks"	"40"	48
	"40 years"	"40"	"Twin"	"2"	"41 weeks"	"41"	21
	"40 years"	"40"	"Twin"	"2"	"42 weeks"	"42"	6
	"40 years"	"40"	"Twin"	"2"	"43 weeks"	"43"	3
	"40 years"	"40"	"Twin"	"2"	"44 weeks"	"44"	7
	"40 years"	"40"	"Twin"	"2"	"45 weeks"	"45"	2
	"40 years"	"40"	"Twin"	"2"	"46 weeks"	"46"	1
	"40 years"	"40"	"Twin"	"2"	"Unknown or Not Stated"	"99"	2
	"40 years"	"40"	"Triplet"	"3"	"23 weeks"	"23"	3
	"40 years"	"40"	"Triplet"	"3"	"25 weeks"	"25"	3
	"40 years"	"40"	"Triplet"	"3"	"28 weeks"	"28"	6
	"40 years"	"40"	"Triplet"	"3"	"31 weeks"	"31"	6
	"40 years"	"40"	"Triplet"	"3"	"32 weeks"	"32"	3
	"40 years"	"40"	"Triplet"	"3"	"33 weeks"	"33"	3
	"40 years"	"40"	"Triplet"	"3"	"34 weeks"	"34"	6
	"40 years"	"40"	"Triplet"	"3"	"37 weeks"	"37"	3
	"41 years"	"41"	"Single"	"1"	"17 weeks"	"17"	4
	"41 years"	"41"	"Single"	"1"	"18 weeks"	"18"	1
	"41 years"	"41"	"Single"	"1"	"19 weeks"	"19"	7
	"41 years"	"41"	"Single"	"1"	"20 weeks"	"20"	14
	"41 years"	"41"	"Single"	"1"	"21 weeks"	"21"	7
	"41 years"	"41"	"Single"	"1"	"22 weeks"	"22"	19
	"41 years"	"41"	"Single"	"1"	"23 weeks"	"23"	36
	"41 years"	"41"	"Single"	"1"	"24 weeks"	"24"	35
	"41 years"	"41"	"Single"	"1"	"25 weeks"	"25"	35
	"41 years"	"41"	"Single"	"1"	"26 weeks"	"26"	39
	"41 years"	"41"	"Single"	"1"	"27 weeks"	"27"	52
	"41 years"	"41"	"Single"	"1"	"28 weeks"	"28"	51
	"41 years"	"41"	"Single"	"1"	"29 weeks"	"29"	69
	"41 years"	"41"	"Single"	"1"	"30 weeks"	"30"	114
	"41 years"	"41"	"Single"	"1"	"31 weeks"	"31"	152
	"41 years"	"41"	"Single"	"1"	"32 weeks"	"32"	227
	"41 years"	"41"	"Single"	"1"	"33 weeks"	"33"	331
	"41 years"	"41"	"Single"	"1"	"34 weeks"	"34"	663
	"41 years"	"41"	"Single"	"1"	"35 weeks"	"35"	891
	"41 years"	"41"	"Single"	"1"	"36 weeks"	"36"	1809
	"41 years"	"41"	"Single"	"1"	"37 weeks"	"37"	3992
	"41 years"	"41"	"Single"	"1"	"38 weeks"	"38"	5842
	"41 years"	"41"	"Single"	"1"	"39 weeks"	"39"	10486
	"41 years"	"41"	"Single"	"1"	"40 weeks"	"40"	3841
	"41 years"	"41"	"Single"	"1"	"41 weeks"	"41"	1286
	"41 years"	"41"	"Single"	"1"	"42 weeks"	"42"	511
	"41 years"	"41"	"Single"	"1"	"43 weeks"	"43"	271
	"41 years"	"41"	"Single"	"1"	"44 weeks"	"44"	156
	"41 years"	"41"	"Single"	"1"	"45 weeks"	"45"	98
	"41 years"	"41"	"Single"	"1"	"46 weeks"	"46"	59
	"41 years"	"41"	"Single"	"1"	"47 weeks"	"47"	46
	"41 years"	"41"	"Single"	"1"	"Unknown or Not Stated"	"99"	25
	"41 years"	"41"	"Twin"	"2"	"19 weeks"	"19"	3
	"41 years"	"41"	"Twin"	"2"	"21 weeks"	"21"	4
	"41 years"	"41"	"Twin"	"2"	"22 weeks"	"22"	2
	"41 years"	"41"	"Twin"	"2"	"23 weeks"	"23"	2
	"41 years"	"41"	"Twin"	"2"	"24 weeks"	"24"	6
	"41 years"	"41"	"Twin"	"2"	"25 weeks"	"25"	6
	"41 years"	"41"	"Twin"	"2"	"26 weeks"	"26"	1
	"41 years"	"41"	"Twin"	"2"	"27 weeks"	"27"	8
	"41 years"	"41"	"Twin"	"2"	"28 weeks"	"28"	21
	"41 years"	"41"	"Twin"	"2"	"29 weeks"	"29"	20
	"41 years"	"41"	"Twin"	"2"	"30 weeks"	"30"	12
	"41 years"	"41"	"Twin"	"2"	"31 weeks"	"31"	25
	"41 years"	"41"	"Twin"	"2"	"32 weeks"	"32"	47
	"41 years"	"41"	"Twin"	"2"	"33 weeks"	"33"	60
	"41 years"	"41"	"Twin"	"2"	"34 weeks"	"34"	98
	"41 years"	"41"	"Twin"	"2"	"35 weeks"	"35"	151
	"41 years"	"41"	"Twin"	"2"	"36 weeks"	"36"	185
	"41 years"	"41"	"Twin"	"2"	"37 weeks"	"37"	258
	"41 years"	"41"	"Twin"	"2"	"38 weeks"	"38"	164
	"41 years"	"41"	"Twin"	"2"	"39 weeks"	"39"	46
	"41 years"	"41"	"Twin"	"2"	"40 weeks"	"40"	22
	"41 years"	"41"	"Twin"	"2"	"41 weeks"	"41"	7
	"41 years"	"41"	"Twin"	"2"	"42 weeks"	"42"	6
	"41 years"	"41"	"Twin"	"2"	"43 weeks"	"43"	4
	"41 years"	"41"	"Twin"	"2"	"45 weeks"	"45"	2
	"41 years"	"41"	"Twin"	"2"	"47 weeks"	"47"	4
	"41 years"	"41"	"Triplet"	"3"	"23 weeks"	"23"	3
	"41 years"	"41"	"Triplet"	"3"	"30 weeks"	"30"	3
	"41 years"	"41"	"Triplet"	"3"	"32 weeks"	"32"	3
	"41 years"	"41"	"Triplet"	"3"	"34 weeks"	"34"	7
	"41 years"	"41"	"Triplet"	"3"	"35 weeks"	"35"	3
	"41 years"	"41"	"Triplet"	"3"	"36 weeks"	"36"	3
	"42 years"	"42"	"Single"	"1"	"17 weeks"	"17"	2
	"42 years"	"42"	"Single"	"1"	"18 weeks"	"18"	1
	"42 years"	"42"	"Single"	"1"	"19 weeks"	"19"	3
	"42 years"	"42"	"Single"	"1"	"20 weeks"	"20"	2
	"42 years"	"42"	"Single"	"1"	"21 weeks"	"21"	5
	"42 years"	"42"	"Single"	"1"	"22 weeks"	"22"	14
	"42 years"	"42"	"Single"	"1"	"23 weeks"	"23"	12
	"42 years"	"42"	"Single"	"1"	"24 weeks"	"24"	16
	"42 years"	"42"	"Single"	"1"	"25 weeks"	"25"	18
	"42 years"	"42"	"Single"	"1"	"26 weeks"	"26"	35
	"42 years"	"42"	"Single"	"1"	"27 weeks"	"27"	31
	"42 years"	"42"	"Single"	"1"	"28 weeks"	"28"	46
	"42 years"	"42"	"Single"	"1"	"29 weeks"	"29"	65
	"42 years"	"42"	"Single"	"1"	"30 weeks"	"30"	77
	"42 years"	"42"	"Single"	"1"	"31 weeks"	"31"	93
	"42 years"	"42"	"Single"	"1"	"32 weeks"	"32"	158
	"42 years"	"42"	"Single"	"1"	"33 weeks"	"33"	236
	"42 years"	"42"	"Single"	"1"	"34 weeks"	"34"	451
	"42 years"	"42"	"Single"	"1"	"35 weeks"	"35"	603
	"42 years"	"42"	"Single"	"1"	"36 weeks"	"36"	1174
	"42 years"	"42"	"Single"	"1"	"37 weeks"	"37"	2641
	"42 years"	"42"	"Single"	"1"	"38 weeks"	"38"	3901
	"42 years"	"42"	"Single"	"1"	"39 weeks"	"39"	6396
	"42 years"	"42"	"Single"	"1"	"40 weeks"	"40"	2393
	"42 years"	"42"	"Single"	"1"	"41 weeks"	"41"	796
	"42 years"	"42"	"Single"	"1"	"42 weeks"	"42"	352
	"42 years"	"42"	"Single"	"1"	"43 weeks"	"43"	164
	"42 years"	"42"	"Single"	"1"	"44 weeks"	"44"	89
	"42 years"	"42"	"Single"	"1"	"45 weeks"	"45"	50
	"42 years"	"42"	"Single"	"1"	"46 weeks"	"46"	31
	"42 years"	"42"	"Single"	"1"	"47 weeks"	"47"	33
	"42 years"	"42"	"Single"	"1"	"Unknown or Not Stated"	"99"	15
	"42 years"	"42"	"Twin"	"2"	"20 weeks"	"20"	1
	"42 years"	"42"	"Twin"	"2"	"21 weeks"	"21"	2
	"42 years"	"42"	"Twin"	"2"	"22 weeks"	"22"	1
	"42 years"	"42"	"Twin"	"2"	"23 weeks"	"23"	3
	"42 years"	"42"	"Twin"	"2"	"24 weeks"	"24"	4
	"42 years"	"42"	"Twin"	"2"	"25 weeks"	"25"	2
	"42 years"	"42"	"Twin"	"2"	"26 weeks"	"26"	4
	"42 years"	"42"	"Twin"	"2"	"27 weeks"	"27"	4
	"42 years"	"42"	"Twin"	"2"	"28 weeks"	"28"	7
	"42 years"	"42"	"Twin"	"2"	"29 weeks"	"29"	10
	"42 years"	"42"	"Twin"	"2"	"30 weeks"	"30"	18
	"42 years"	"42"	"Twin"	"2"	"31 weeks"	"31"	29
	"42 years"	"42"	"Twin"	"2"	"32 weeks"	"32"	32
	"42 years"	"42"	"Twin"	"2"	"33 weeks"	"33"	27
	"42 years"	"42"	"Twin"	"2"	"34 weeks"	"34"	59
	"42 years"	"42"	"Twin"	"2"	"35 weeks"	"35"	71
	"42 years"	"42"	"Twin"	"2"	"36 weeks"	"36"	141
	"42 years"	"42"	"Twin"	"2"	"37 weeks"	"37"	163
	"42 years"	"42"	"Twin"	"2"	"38 weeks"	"38"	111
	"42 years"	"42"	"Twin"	"2"	"39 weeks"	"39"	23
	"42 years"	"42"	"Twin"	"2"	"40 weeks"	"40"	19
	"42 years"	"42"	"Twin"	"2"	"41 weeks"	"41"	12
	"42 years"	"42"	"Twin"	"2"	"42 weeks"	"42"	3
	"42 years"	"42"	"Twin"	"2"	"43 weeks"	"43"	3
	"42 years"	"42"	"Twin"	"2"	"44 weeks"	"44"	1
	"42 years"	"42"	"Triplet"	"3"	"24 weeks"	"24"	3
	"42 years"	"42"	"Triplet"	"3"	"31 weeks"	"31"	9
	"42 years"	"42"	"Triplet"	"3"	"32 weeks"	"32"	3
	"42 years"	"42"	"Triplet"	"3"	"33 weeks"	"33"	7
	"42 years"	"42"	"Triplet"	"3"	"34 weeks"	"34"	5
	"42 years"	"42"	"Triplet"	"3"	"35 weeks"	"35"	3
	"42 years"	"42"	"Triplet"	"3"	"38 weeks"	"38"	3
	"43 years"	"43"	"Single"	"1"	"18 weeks"	"18"	1
	"43 years"	"43"	"Single"	"1"	"19 weeks"	"19"	3
	"43 years"	"43"	"Single"	"1"	"20 weeks"	"20"	2
	"43 years"	"43"	"Single"	"1"	"21 weeks"	"21"	7
	"43 years"	"43"	"Single"	"1"	"22 weeks"	"22"	6
	"43 years"	"43"	"Single"	"1"	"23 weeks"	"23"	7
	"43 years"	"43"	"Single"	"1"	"24 weeks"	"24"	11
	"43 years"	"43"	"Single"	"1"	"25 weeks"	"25"	17
	"43 years"	"43"	"Single"	"1"	"26 weeks"	"26"	19
	"43 years"	"43"	"Single"	"1"	"27 weeks"	"27"	18
	"43 years"	"43"	"Single"	"1"	"28 weeks"	"28"	27
	"43 years"	"43"	"Single"	"1"	"29 weeks"	"29"	45
	"43 years"	"43"	"Single"	"1"	"30 weeks"	"30"	49
	"43 years"	"43"	"Single"	"1"	"31 weeks"	"31"	80
	"43 years"	"43"	"Single"	"1"	"32 weeks"	"32"	91
	"43 years"	"43"	"Single"	"1"	"33 weeks"	"33"	139
	"43 years"	"43"	"Single"	"1"	"34 weeks"	"34"	282
	"43 years"	"43"	"Single"	"1"	"35 weeks"	"35"	391
	"43 years"	"43"	"Single"	"1"	"36 weeks"	"36"	758
	"43 years"	"43"	"Single"	"1"	"37 weeks"	"37"	1574
	"43 years"	"43"	"Single"	"1"	"38 weeks"	"38"	2367
	"43 years"	"43"	"Single"	"1"	"39 weeks"	"39"	3882
	"43 years"	"43"	"Single"	"1"	"40 weeks"	"40"	1348
	"43 years"	"43"	"Single"	"1"	"41 weeks"	"41"	499
	"43 years"	"43"	"Single"	"1"	"42 weeks"	"42"	217
	"43 years"	"43"	"Single"	"1"	"43 weeks"	"43"	112
	"43 years"	"43"	"Single"	"1"	"44 weeks"	"44"	53
	"43 years"	"43"	"Single"	"1"	"45 weeks"	"45"	27
	"43 years"	"43"	"Single"	"1"	"46 weeks"	"46"	21
	"43 years"	"43"	"Single"	"1"	"47 weeks"	"47"	14
	"43 years"	"43"	"Single"	"1"	"Unknown or Not Stated"	"99"	16
	"43 years"	"43"	"Twin"	"2"	"20 weeks"	"20"	2
	"43 years"	"43"	"Twin"	"2"	"21 weeks"	"21"	2
	"43 years"	"43"	"Twin"	"2"	"23 weeks"	"23"	4
	"43 years"	"43"	"Twin"	"2"	"24 weeks"	"24"	2
	"43 years"	"43"	"Twin"	"2"	"25 weeks"	"25"	2
	"43 years"	"43"	"Twin"	"2"	"26 weeks"	"26"	2
	"43 years"	"43"	"Twin"	"2"	"27 weeks"	"27"	4
	"43 years"	"43"	"Twin"	"2"	"28 weeks"	"28"	2
	"43 years"	"43"	"Twin"	"2"	"29 weeks"	"29"	16
	"43 years"	"43"	"Twin"	"2"	"30 weeks"	"30"	7
	"43 years"	"43"	"Twin"	"2"	"31 weeks"	"31"	13
	"43 years"	"43"	"Twin"	"2"	"32 weeks"	"32"	8
	"43 years"	"43"	"Twin"	"2"	"33 weeks"	"33"	26
	"43 years"	"43"	"Twin"	"2"	"34 weeks"	"34"	46
	"43 years"	"43"	"Twin"	"2"	"35 weeks"	"35"	75
	"43 years"	"43"	"Twin"	"2"	"36 weeks"	"36"	74
	"43 years"	"43"	"Twin"	"2"	"37 weeks"	"37"	80
	"43 years"	"43"	"Twin"	"2"	"38 weeks"	"38"	51
	"43 years"	"43"	"Twin"	"2"	"39 weeks"	"39"	22
	"43 years"	"43"	"Twin"	"2"	"40 weeks"	"40"	8
	"43 years"	"43"	"Twin"	"2"	"41 weeks"	"41"	7
	"43 years"	"43"	"Twin"	"2"	"42 weeks"	"42"	2
	"43 years"	"43"	"Twin"	"2"	"43 weeks"	"43"	4
	"43 years"	"43"	"Twin"	"2"	"47 weeks"	"47"	2
	"43 years"	"43"	"Triplet"	"3"	"27 weeks"	"27"	3
	"43 years"	"43"	"Triplet"	"3"	"29 weeks"	"29"	3
	"43 years"	"43"	"Triplet"	"3"	"33 weeks"	"33"	3
	"43 years"	"43"	"Triplet"	"3"	"38 weeks"	"38"	3
	"43 years"	"43"	"Triplet"	"3"	"41 weeks"	"41"	3
	"44 years"	"44"	"Single"	"1"	"17 weeks"	"17"	2
	"44 years"	"44"	"Single"	"1"	"18 weeks"	"18"	2
	"44 years"	"44"	"Single"	"1"	"19 weeks"	"19"	2
	"44 years"	"44"	"Single"	"1"	"20 weeks"	"20"	2
	"44 years"	"44"	"Single"	"1"	"22 weeks"	"22"	3
	"44 years"	"44"	"Single"	"1"	"23 weeks"	"23"	4
	"44 years"	"44"	"Single"	"1"	"24 weeks"	"24"	6
	"44 years"	"44"	"Single"	"1"	"25 weeks"	"25"	11
	"44 years"	"44"	"Single"	"1"	"26 weeks"	"26"	12
	"44 years"	"44"	"Single"	"1"	"27 weeks"	"27"	12
	"44 years"	"44"	"Single"	"1"	"28 weeks"	"28"	15
	"44 years"	"44"	"Single"	"1"	"29 weeks"	"29"	21
	"44 years"	"44"	"Single"	"1"	"30 weeks"	"30"	28
	"44 years"	"44"	"Single"	"1"	"31 weeks"	"31"	29
	"44 years"	"44"	"Single"	"1"	"32 weeks"	"32"	41
	"44 years"	"44"	"Single"	"1"	"33 weeks"	"33"	80
	"44 years"	"44"	"Single"	"1"	"34 weeks"	"34"	139
	"44 years"	"44"	"Single"	"1"	"35 weeks"	"35"	223
	"44 years"	"44"	"Single"	"1"	"36 weeks"	"36"	463
	"44 years"	"44"	"Single"	"1"	"37 weeks"	"37"	940
	"44 years"	"44"	"Single"	"1"	"38 weeks"	"38"	1261
	"44 years"	"44"	"Single"	"1"	"39 weeks"	"39"	2023
	"44 years"	"44"	"Single"	"1"	"40 weeks"	"40"	705
	"44 years"	"44"	"Single"	"1"	"41 weeks"	"41"	288
	"44 years"	"44"	"Single"	"1"	"42 weeks"	"42"	121
	"44 years"	"44"	"Single"	"1"	"43 weeks"	"43"	59
	"44 years"	"44"	"Single"	"1"	"44 weeks"	"44"	33
	"44 years"	"44"	"Single"	"1"	"45 weeks"	"45"	17
	"44 years"	"44"	"Single"	"1"	"46 weeks"	"46"	6
	"44 years"	"44"	"Single"	"1"	"47 weeks"	"47"	13
	"44 years"	"44"	"Single"	"1"	"Unknown or Not Stated"	"99"	6
	"44 years"	"44"	"Twin"	"2"	"20 weeks"	"20"	2
	"44 years"	"44"	"Twin"	"2"	"23 weeks"	"23"	2
	"44 years"	"44"	"Twin"	"2"	"25 weeks"	"25"	5
	"44 years"	"44"	"Twin"	"2"	"26 weeks"	"26"	4
	"44 years"	"44"	"Twin"	"2"	"27 weeks"	"27"	4
	"44 years"	"44"	"Twin"	"2"	"28 weeks"	"28"	3
	"44 years"	"44"	"Twin"	"2"	"29 weeks"	"29"	10
	"44 years"	"44"	"Twin"	"2"	"30 weeks"	"30"	8
	"44 years"	"44"	"Twin"	"2"	"31 weeks"	"31"	11
	"44 years"	"44"	"Twin"	"2"	"32 weeks"	"32"	20
	"44 years"	"44"	"Twin"	"2"	"33 weeks"	"33"	24
	"44 years"	"44"	"Twin"	"2"	"34 weeks"	"34"	20
	"44 years"	"44"	"Twin"	"2"	"35 weeks"	"35"	45
	"44 years"	"44"	"Twin"	"2"	"36 weeks"	"36"	49
	"44 years"	"44"	"Twin"	"2"	"37 weeks"	"37"	68
	"44 years"	"44"	"Twin"	"2"	"38 weeks"	"38"	40
	"44 years"	"44"	"Twin"	"2"	"39 weeks"	"39"	11
	"44 years"	"44"	"Twin"	"2"	"40 weeks"	"40"	7
	"44 years"	"44"	"Twin"	"2"	"41 weeks"	"41"	6
	"44 years"	"44"	"Twin"	"2"	"42 weeks"	"42"	2
	"44 years"	"44"	"Twin"	"2"	"44 weeks"	"44"	2
	"44 years"	"44"	"Triplet"	"3"	"28 weeks"	"28"	3
	"44 years"	"44"	"Triplet"	"3"	"32 weeks"	"32"	3
	"44 years"	"44"	"Triplet"	"3"	"35 weeks"	"35"	3
	"44 years"	"44"	"Triplet"	"3"	"37 weeks"	"37"	3
	"45 years"	"45"	"Single"	"1"	"21 weeks"	"21"	2
	"45 years"	"45"	"Single"	"1"	"22 weeks"	"22"	1
	"45 years"	"45"	"Single"	"1"	"24 weeks"	"24"	8
	"45 years"	"45"	"Single"	"1"	"25 weeks"	"25"	5
	"45 years"	"45"	"Single"	"1"	"26 weeks"	"26"	4
	"45 years"	"45"	"Single"	"1"	"27 weeks"	"27"	10
	"45 years"	"45"	"Single"	"1"	"28 weeks"	"28"	12
	"45 years"	"45"	"Single"	"1"	"29 weeks"	"29"	9
	"45 years"	"45"	"Single"	"1"	"30 weeks"	"30"	14
	"45 years"	"45"	"Single"	"1"	"31 weeks"	"31"	17
	"45 years"	"45"	"Single"	"1"	"32 weeks"	"32"	27
	"45 years"	"45"	"Single"	"1"	"33 weeks"	"33"	50
	"45 years"	"45"	"Single"	"1"	"34 weeks"	"34"	71
	"45 years"	"45"	"Single"	"1"	"35 weeks"	"35"	157
	"45 years"	"45"	"Single"	"1"	"36 weeks"	"36"	245
	"45 years"	"45"	"Single"	"1"	"37 weeks"	"37"	509
	"45 years"	"45"	"Single"	"1"	"38 weeks"	"38"	712
	"45 years"	"45"	"Single"	"1"	"39 weeks"	"39"	1053
	"45 years"	"45"	"Single"	"1"	"40 weeks"	"40"	365
	"45 years"	"45"	"Single"	"1"	"41 weeks"	"41"	136
	"45 years"	"45"	"Single"	"1"	"42 weeks"	"42"	65
	"45 years"	"45"	"Single"	"1"	"43 weeks"	"43"	30
	"45 years"	"45"	"Single"	"1"	"44 weeks"	"44"	15
	"45 years"	"45"	"Single"	"1"	"45 weeks"	"45"	14
	"45 years"	"45"	"Single"	"1"	"46 weeks"	"46"	6
	"45 years"	"45"	"Single"	"1"	"47 weeks"	"47"	3
	"45 years"	"45"	"Single"	"1"	"Unknown or Not Stated"	"99"	3
	"45 years"	"45"	"Twin"	"2"	"26 weeks"	"26"	7
	"45 years"	"45"	"Twin"	"2"	"27 weeks"	"27"	2
	"45 years"	"45"	"Twin"	"2"	"28 weeks"	"28"	4
	"45 years"	"45"	"Twin"	"2"	"30 weeks"	"30"	4
	"45 years"	"45"	"Twin"	"2"	"31 weeks"	"31"	8
	"45 years"	"45"	"Twin"	"2"	"32 weeks"	"32"	12
	"45 years"	"45"	"Twin"	"2"	"33 weeks"	"33"	9
	"45 years"	"45"	"Twin"	"2"	"34 weeks"	"34"	20
	"45 years"	"45"	"Twin"	"2"	"35 weeks"	"35"	12
	"45 years"	"45"	"Twin"	"2"	"36 weeks"	"36"	34
	"45 years"	"45"	"Twin"	"2"	"37 weeks"	"37"	46
	"45 years"	"45"	"Twin"	"2"	"38 weeks"	"38"	35
	"45 years"	"45"	"Twin"	"2"	"39 weeks"	"39"	11
	"45 years"	"45"	"Twin"	"2"	"40 weeks"	"40"	4
	"45 years"	"45"	"Twin"	"2"	"41 weeks"	"41"	8
	"45 years"	"45"	"Twin"	"2"	"43 weeks"	"43"	2
	"45 years"	"45"	"Twin"	"2"	"44 weeks"	"44"	4
	"45 years"	"45"	"Triplet"	"3"	"29 weeks"	"29"	3
	"45 years"	"45"	"Triplet"	"3"	"32 weeks"	"32"	3
	"45 years"	"45"	"Triplet"	"3"	"38 weeks"	"38"	2
	"45 years"	"45"	"Quadruplet"	"4"	"33 weeks"	"33"	4
	"46 years"	"46"	"Single"	"1"	"18 weeks"	"18"	1
	"46 years"	"46"	"Single"	"1"	"19 weeks"	"19"	2
	"46 years"	"46"	"Single"	"1"	"22 weeks"	"22"	3
	"46 years"	"46"	"Single"	"1"	"23 weeks"	"23"	1
	"46 years"	"46"	"Single"	"1"	"24 weeks"	"24"	5
	"46 years"	"46"	"Single"	"1"	"25 weeks"	"25"	3
	"46 years"	"46"	"Single"	"1"	"26 weeks"	"26"	3
	"46 years"	"46"	"Single"	"1"	"27 weeks"	"27"	4
	"46 years"	"46"	"Single"	"1"	"28 weeks"	"28"	5
	"46 years"	"46"	"Single"	"1"	"29 weeks"	"29"	5
	"46 years"	"46"	"Single"	"1"	"30 weeks"	"30"	8
	"46 years"	"46"	"Single"	"1"	"31 weeks"	"31"	11
	"46 years"	"46"	"Single"	"1"	"32 weeks"	"32"	23
	"46 years"	"46"	"Single"	"1"	"33 weeks"	"33"	28
	"46 years"	"46"	"Single"	"1"	"34 weeks"	"34"	51
	"46 years"	"46"	"Single"	"1"	"35 weeks"	"35"	71
	"46 years"	"46"	"Single"	"1"	"36 weeks"	"36"	144
	"46 years"	"46"	"Single"	"1"	"37 weeks"	"37"	294
	"46 years"	"46"	"Single"	"1"	"38 weeks"	"38"	353
	"46 years"	"46"	"Single"	"1"	"39 weeks"	"39"	570
	"46 years"	"46"	"Single"	"1"	"40 weeks"	"40"	188
	"46 years"	"46"	"Single"	"1"	"41 weeks"	"41"	86
	"46 years"	"46"	"Single"	"1"	"42 weeks"	"42"	34
	"46 years"	"46"	"Single"	"1"	"43 weeks"	"43"	17
	"46 years"	"46"	"Single"	"1"	"44 weeks"	"44"	5
	"46 years"	"46"	"Single"	"1"	"45 weeks"	"45"	5
	"46 years"	"46"	"Single"	"1"	"46 weeks"	"46"	3
	"46 years"	"46"	"Single"	"1"	"47 weeks"	"47"	8
	"46 years"	"46"	"Single"	"1"	"Unknown or Not Stated"	"99"	1
	"46 years"	"46"	"Twin"	"2"	"23 weeks"	"23"	1
	"46 years"	"46"	"Twin"	"2"	"24 weeks"	"24"	1
	"46 years"	"46"	"Twin"	"2"	"26 weeks"	"26"	4
	"46 years"	"46"	"Twin"	"2"	"27 weeks"	"27"	4
	"46 years"	"46"	"Twin"	"2"	"30 weeks"	"30"	3
	"46 years"	"46"	"Twin"	"2"	"32 weeks"	"32"	8
	"46 years"	"46"	"Twin"	"2"	"33 weeks"	"33"	6
	"46 years"	"46"	"Twin"	"2"	"34 weeks"	"34"	17
	"46 years"	"46"	"Twin"	"2"	"35 weeks"	"35"	16
	"46 years"	"46"	"Twin"	"2"	"36 weeks"	"36"	31
	"46 years"	"46"	"Twin"	"2"	"37 weeks"	"37"	20
	"46 years"	"46"	"Twin"	"2"	"38 weeks"	"38"	11
	"46 years"	"46"	"Twin"	"2"	"39 weeks"	"39"	3
	"46 years"	"46"	"Twin"	"2"	"40 weeks"	"40"	8
	"46 years"	"46"	"Twin"	"2"	"41 weeks"	"41"	2
	"46 years"	"46"	"Twin"	"2"	"43 weeks"	"43"	2
	"46 years"	"46"	"Triplet"	"3"	"30 weeks"	"30"	3
	"46 years"	"46"	"Triplet"	"3"	"31 weeks"	"31"	3
	"46 years"	"46"	"Triplet"	"3"	"32 weeks"	"32"	3
	"46 years"	"46"	"Triplet"	"3"	"34 weeks"	"34"	6
	"46 years"	"46"	"Triplet"	"3"	"36 weeks"	"36"	3
	"46 years"	"46"	"Quadruplet"	"4"	"24 weeks"	"24"	5
	"47 years"	"47"	"Single"	"1"	"19 weeks"	"19"	1
	"47 years"	"47"	"Single"	"1"	"21 weeks"	"21"	1
	"47 years"	"47"	"Single"	"1"	"23 weeks"	"23"	1
	"47 years"	"47"	"Single"	"1"	"24 weeks"	"24"	1
	"47 years"	"47"	"Single"	"1"	"25 weeks"	"25"	1
	"47 years"	"47"	"Single"	"1"	"26 weeks"	"26"	3
	"47 years"	"47"	"Single"	"1"	"27 weeks"	"27"	3
	"47 years"	"47"	"Single"	"1"	"28 weeks"	"28"	4
